meter_id,timestamp,consumption_kwh,voltage_v,current_a,power_factor,status
M-103,2026-09-14 18:00:00,22.91,222.43,112.98,0.964,OK
M-103,2026-09-14 19:00:00,24.74,222.21,114.65,0.958,OK
M-103,2026-09-14 20:00:00,25.73,221.61,112.38,0.96,OK
M-103,2026-09-14 21:00:00,24.15,220.37,110.57,0.937,OK
M-103,2026-09-14 22:00:00,22.86,221.23,106.59,0.97,OK
M-103,2026-09-14 23:00:00,23.72,220.53,110.07,0.953,OK
M-104,2026-09-01 00:00:00,37.66,219.13,167.38,0.912,OK
M-104,2026-09-01 01:00:00,40.24,219.17,165.55,0.907,OK
M-104,2026-09-01 02:00:00,36.87,219.96,165.15,0.888,OK
M-104,2026-09-01 03:00:00,35.18,219.8,165.15,0.902,OK
M-104,2026-09-01 04:00:00,36.44,221.07,165.78,0.909,OK
M-104,2026-09-01 05:00:00,37.36,220.69,163.98,0.916,OK
M-104,2026-09-01 06:00:00,48.31,220.71,213.74,0.909,OK
M-104,2026-09-01 07:00:00,47.31,219.22,214.79,0.901,OK
M-104,2026-09-01 08:00:00,57.41,219.01,258.85,0.909,OK
M-104,2026-09-01 09:00:00,56.97,219.74,250.95,0.908,OK
M-104,2026-09-01 10:00:00,56.86,218.54,261.85,0.898,OK
M-104,2026-09-01 11:00:00,52.94,219.53,256.16,0.902,OK
M-104,2026-09-01 12:00:00,58.89,220.09,260.18,0.904,OK
M-104,2026-09-01 13:00:00,58.76,219.02,257.54,0.884,OK
M-104,2026-09-01 14:00:00,56.41,222.73,259.86,0.911,OK
M-104,2026-09-01 15:00:00,55.9,220.66,254.05,0.884,OK
M-104,2026-09-01 16:00:00,58.0,220.52,260.05,0.907,OK
M-104,2026-09-01 17:00:00,58.02,219.07,258.11,0.938,OK
M-104,2026-09-01 18:00:00,46.36,217.1,213.93,0.929,OK
M-104,2026-09-01 19:00:00,49.27,220.67,211.69,0.918,OK
M-104,2026-09-01 20:00:00,45.89,219.03,213.24,0.901,OK
M-104,2026-09-01 21:00:00,48.72,219.15,214.52,0.899,OK
M-104,2026-09-01 22:00:00,45.89,218.8,213.8,0.915,OK
M-104,2026-09-01 23:00:00,48.11,221.21,211.34,0.905,OK
M-104,2026-09-02 00:00:00,36.38,221.22,162.67,0.899,OK
M-104,2026-09-02 01:00:00,37.28,218.74,165.39,0.901,OK
M-104,2026-09-02 02:00:00,38.93,218.79,166.2,0.915,OK
M-104,2026-09-02 03:00:00,36.49,220.34,175.96,0.904,OK
M-104,2026-09-02 04:00:00,38.99,220.11,160.08,0.94,OK
M-104,2026-09-02 05:00:00,36.53,219.52,160.4,0.932,OK
M-104,2026-09-02 06:00:00,47.52,219.18,209.08,0.902,OK
M-104,2026-09-02 07:00:00,47.5,221.26,215.61,0.917,OK
M-104,2026-09-02 08:00:00,54.99,220.64,253.62,0.89,OK
M-104,2026-09-02 09:00:00,56.76,218.63,258.51,0.895,OK
M-104,2026-09-02 10:00:00,56.97,221.27,259.11,0.919,OK
M-104,2026-09-02 11:00:00,57.24,218.71,255.36,0.902,OK
M-104,2026-09-02 12:00:00,57.78,217.48,258.61,0.898,OK
M-104,2026-09-02 13:00:00,59.05,218.3,257.84,0.945,OK
M-104,2026-09-02 14:00:00,57.07,220.48,258.75,0.904,OK
M-104,2026-09-02 15:00:00,55.96,221.2,263.97,0.922,OK
M-104,2026-09-02 16:00:00,58.04,221.53,254.59,0.897,OK
M-104,2026-09-02 17:00:00,57.57,217.55,252.68,0.915,OK
M-104,2026-09-02 18:00:00,45.63,220.65,205.63,0.942,OK
M-104,2026-09-02 19:00:00,49.14,220.01,210.83,0.923,OK
M-104,2026-09-02 20:00:00,48.72,220.04,210.57,0.915,OK
M-104,2026-09-02 21:00:00,47.81,219.86,211.2,0.931,OK
M-104,2026-09-02 22:00:00,48.86,222.06,213.03,0.904,OK
M-104,2026-09-02 23:00:00,49.52,223.93,213.23,0.892,OK
M-104,2026-09-03 00:00:00,35.62,220.48,166.86,0.939,OK
M-104,2026-09-03 01:00:00,35.65,221.39,168.31,0.921,OK
M-104,2026-09-03 02:00:00,35.18,221.48,169.82,0.919,OK
M-104,2026-09-03 03:00:00,37.05,219.91,166.28,0.92,OK
M-104,2026-09-03 04:00:00,36.77,218.74,163.05,0.899,OK
M-104,2026-09-03 05:00:00,37.08,220.26,165.52,0.918,OK
M-104,2026-09-03 06:00:00,45.92,219.68,216.0,0.903,OK
M-104,2026-09-03 07:00:00,47.69,219.05,206.09,0.925,OK
M-104,2026-09-03 08:00:00,54.34,221.81,260.95,0.904,OK
M-104,2026-09-03 09:00:00,57.59,219.44,260.96,0.923,OK
M-104,2026-09-03 10:00:00,56.05,219.04,256.17,0.915,OK
M-104,2026-09-03 11:00:00,58.97,218.47,257.05,0.894,OK
M-104,2026-09-03 12:00:00,57.75,220.47,263.13,0.904,OK
M-104,2026-09-03 13:00:00,58.35,219.55,256.88,0.896,OK
M-104,2026-09-03 14:00:00,59.37,220.96,249.98,0.903,OK
M-104,2026-09-03 15:00:00,56.46,219.14,262.68,0.9,OK
M-104,2026-09-03 16:00:00,56.91,219.47,258.84,0.886,OK
M-104,2026-09-03 17:00:00,55.73,220.09,261.44,0.917,OK
M-104,2026-09-03 18:00:00,46.5,222.01,209.62,0.907,OK
M-104,2026-09-03 19:00:00,46.21,219.13,214.89,0.901,OK
M-104,2026-09-03 20:00:00,46.94,220.31,211.6,0.941,OK
M-104,2026-09-03 21:00:00,47.46,220.39,204.47,0.911,OK
M-104,2026-09-03 22:00:00,46.99,219.97,212.34,0.909,OK
M-104,2026-09-03 23:00:00,47.9,218.86,209.97,0.955,OK
M-104,2026-09-04 00:00:00,35.57,218.21,165.9,0.912,OK
M-104,2026-09-04 01:00:00,35.23,221.25,164.27,0.917,OK
M-104,2026-09-04 02:00:00,37.63,222.2,160.29,0.892,OK
M-104,2026-09-04 03:00:00,39.17,220.69,168.66,0.897,OK
M-104,2026-09-04 04:00:00,36.96,220.03,164.19,0.906,OK
M-104,2026-09-04 05:00:00,33.46,219.9,168.97,0.903,OK
M-104,2026-09-04 06:00:00,46.02,218.93,212.68,0.876,OK
M-104,2026-09-04 07:00:00,47.57,219.76,213.16,0.893,OK
M-104,2026-09-04 08:00:00,57.26,218.77,253.21,0.899,OK
M-104,2026-09-04 09:00:00,58.47,219.46,256.51,0.939,OK
M-104,2026-09-04 10:00:00,57.68,219.56,258.62,0.901,OK
M-104,2026-09-04 11:00:00,53.62,220.54,260.51,0.907,OK
M-104,2026-09-04 12:00:00,56.9,218.13,259.81,0.901,OK
M-104,2026-09-04 13:00:00,55.3,221.05,262.91,0.877,OK
M-104,2026-09-04 14:00:00,54.7,219.43,257.2,0.89,OK
M-104,2026-09-04 15:00:00,60.23,220.57,258.54,0.9,OK
M-104,2026-09-04 16:00:00,58.28,219.66,256.46,0.919,OK
M-104,2026-09-04 17:00:00,54.51,220.22,262.39,0.929,OK
M-104,2026-09-04 18:00:00,45.2,218.61,208.83,0.914,OK
M-104,2026-09-04 19:00:00,47.03,218.78,210.21,0.891,OK
M-104,2026-09-04 20:00:00,46.84,219.18,210.2,0.933,OK
M-104,2026-09-04 21:00:00,46.79,219.36,215.41,0.914,OK
M-104,2026-09-04 22:00:00,46.83,221.71,206.51,0.908,OK
M-104,2026-09-04 23:00:00,48.11,219.8,209.34,0.897,OK
M-104,2026-09-05 00:00:00,38.7,220.44,166.53,0.93,OK
M-104,2026-09-05 01:00:00,38.57,218.29,167.9,0.9,OK
M-104,2026-09-05 02:00:00,35.11,220.2,167.78,0.889,OK
M-104,2026-09-05 03:00:00,36.42,219.94,161.12,0.885,OK
M-104,2026-09-05 04:00:00,37.57,222.29,166.73,0.923,OK
M-104,2026-09-05 05:00:00,36.04,218.32,168.05,0.896,OK
M-104,2026-09-05 06:00:00,47.45,219.96,205.13,0.895,OK
M-104,2026-09-05 07:00:00,47.08,220.51,208.37,0.91,OK
M-104,2026-09-05 08:00:00,59.36,219.08,257.62,0.906,OK
M-104,2026-09-05 09:00:00,54.97,220.71,258.82,0.947,OK
M-104,2026-09-05 10:00:00,56.13,219.31,256.8,0.913,OK
M-104,2026-09-05 11:00:00,57.73,221.3,257.44,0.901,OK
M-104,2026-09-05 12:00:00,58.7,219.99,259.22,0.905,OK
M-104,2026-09-05 13:00:00,61.0,220.36,255.15,0.899,OK
M-104,2026-09-05 14:00:00,59.98,219.19,260.26,0.918,OK
M-104,2026-09-05 15:00:00,57.53,220.91,256.05,0.916,OK
M-104,2026-09-05 16:00:00,57.47,220.52,257.47,0.913,OK
M-104,2026-09-05 17:00:00,57.21,222.03,255.68,0.894,OK
M-104,2026-09-05 18:00:00,47.6,222.11,210.64,0.896,OK
M-104,2026-09-05 19:00:00,45.74,220.39,208.69,0.889,OK
M-104,2026-09-05 20:00:00,46.15,220.29,205.14,0.902,OK
M-104,2026-09-05 21:00:00,44.54,218.43,214.86,0.922,OK
M-104,2026-09-05 22:00:00,45.8,220.9,216.4,0.895,OK
M-104,2026-09-05 23:00:00,45.45,219.69,213.42,0.907,OK
M-104,2026-09-06 00:00:00,38.76,220.11,163.35,0.924,OK
M-104,2026-09-06 01:00:00,38.01,219.65,165.12,0.884,OK
M-104,2026-09-06 02:00:00,35.03,219.83,166.56,0.911,OK
M-104,2026-09-06 03:00:00,38.38,219.72,162.04,0.913,OK
M-104,2026-09-06 04:00:00,35.59,221.09,169.89,0.914,OK
M-104,2026-09-06 05:00:00,39.59,219.99,161.1,0.915,OK
M-104,2026-09-06 06:00:00,45.46,218.67,212.5,0.92,OK
M-104,2026-09-06 07:00:00,48.61,217.78,212.42,0.895,OK
M-104,2026-09-06 08:00:00,58.02,216.77,257.66,0.929,OK
M-104,2026-09-06 09:00:00,57.34,221.19,255.14,0.9,OK
M-104,2026-09-06 10:00:00,56.02,222.14,258.68,0.934,OK
M-104,2026-09-06 11:00:00,57.7,220.95,258.99,0.891,OK
M-104,2026-09-06 12:00:00,58.15,220.38,255.4,0.907,OK
M-104,2026-09-06 13:00:00,57.92,216.31,257.95,0.913,OK
M-104,2026-09-06 14:00:00,58.15,219.88,258.94,0.935,OK
M-104,2026-09-06 15:00:00,57.62,221.25,258.91,0.915,OK
M-104,2026-09-06 16:00:00,55.68,219.43,250.28,0.921,OK
M-104,2026-09-06 17:00:00,56.56,220.18,260.0,0.929,OK
M-104,2026-09-06 18:00:00,46.45,220.61,213.0,0.933,OK
M-104,2026-09-06 19:00:00,44.19,221.02,210.22,0.933,OK
M-104,2026-09-06 20:00:00,47.3,220.91,210.72,0.923,OK
M-104,2026-09-06 21:00:00,46.34,221.42,212.59,0.938,OK
M-104,2026-09-06 22:00:00,48.11,219.94,211.73,0.918,OK
M-104,2026-09-06 23:00:00,46.73,218.73,212.17,0.929,OK
M-104,2026-09-07 00:00:00,34.9,220.12,164.3,0.94,OK
M-104,2026-09-07 01:00:00,36.04,219.34,163.6,0.935,OK
M-104,2026-09-07 02:00:00,32.22,223.28,162.59,0.919,OK
M-104,2026-09-07 03:00:00,34.95,220.08,165.47,0.923,OK
M-104,2026-09-07 04:00:00,39.66,219.35,166.77,0.922,OK
M-104,2026-09-07 05:00:00,35.6,217.89,162.5,0.887,OK
M-104,2026-09-07 06:00:00,45.49,220.38,208.07,0.892,OK
M-104,2026-09-07 07:00:00,41.89,219.43,208.47,0.901,OK
M-104,2026-09-07 08:00:00,59.55,221.06,255.76,0.91,OK
M-104,2026-09-07 09:00:00,57.05,219.93,255.09,0.899,OK
M-104,2026-09-07 10:00:00,57.39,218.87,256.89,0.925,OK
M-104,2026-09-07 11:00:00,57.8,220.17,256.26,0.909,OK
M-104,2026-09-07 12:00:00,55.73,219.25,257.81,0.896,OK
M-104,2026-09-07 13:00:00,54.52,220.68,256.52,0.9,OK
M-104,2026-09-07 14:00:00,61.15,221.57,260.26,0.922,OK
M-104,2026-09-07 15:00:00,60.08,216.93,255.24,0.903,OK
M-104,2026-09-07 16:00:00,58.01,220.33,258.05,0.93,OK
M-104,2026-09-07 17:00:00,57.73,218.87,260.0,0.894,OK
M-104,2026-09-07 18:00:00,49.5,219.25,211.9,0.901,OK
M-104,2026-09-07 19:00:00,45.88,218.46,209.47,0.887,OK
M-104,2026-09-07 20:00:00,46.61,221.33,209.82,0.914,OK
M-104,2026-09-07 21:00:00,47.34,219.85,209.37,0.915,OK
M-104,2026-09-07 22:00:00,48.07,221.29,211.32,0.91,OK
M-104,2026-09-07 23:00:00,48.19,217.82,210.13,0.914,OK
M-104,2026-09-08 00:00:00,37.88,220.51,167.33,0.905,OK
M-104,2026-09-08 01:00:00,35.43,220.51,167.26,0.902,OK
M-104,2026-09-08 02:00:00,38.5,219.3,162.95,0.935,OK
M-104,2026-09-08 03:00:00,38.11,220.34,164.53,0.912,OK
M-104,2026-09-08 04:00:00,32.33,219.94,162.88,0.905,OK
M-104,2026-09-08 05:00:00,37.12,219.61,168.99,0.894,OK
M-104,2026-09-08 06:00:00,47.44,219.81,210.62,0.906,OK
M-104,2026-09-08 07:00:00,50.51,219.53,204.88,0.91,OK
M-104,2026-09-08 08:00:00,55.87,220.98,260.3,0.909,OK
M-104,2026-09-08 09:00:00,56.69,219.87,257.26,0.909,OK
M-104,2026-09-08 10:00:00,56.82,220.9,258.36,0.892,OK
M-104,2026-09-08 11:00:00,55.44,221.04,252.35,0.914,OK
M-104,2026-09-08 12:00:00,57.93,222.14,253.31,0.901,OK
M-104,2026-09-08 13:00:00,57.39,218.82,260.16,0.902,OK
M-104,2026-09-08 14:00:00,57.41,220.36,266.17,0.934,OK
M-104,2026-09-08 15:00:00,59.05,218.81,258.7,0.926,OK
M-104,2026-09-08 16:00:00,54.72,220.24,262.4,0.87,OK
M-104,2026-09-08 17:00:00,56.58,219.72,259.56,0.921,OK
M-104,2026-09-08 18:00:00,45.56,219.91,207.68,0.91,OK
M-104,2026-09-08 19:00:00,46.36,218.98,215.28,0.915,OK
M-104,2026-09-08 20:00:00,47.03,218.42,206.93,0.91,OK
M-104,2026-09-08 21:00:00,50.09,217.93,213.34,0.863,OK
M-104,2026-09-08 22:00:00,48.09,221.37,211.31,0.897,OK
M-104,2026-09-08 23:00:00,47.48,219.46,214.14,0.904,OK
M-104,2026-09-09 00:00:00,36.76,219.98,167.23,0.925,OK
M-104,2026-09-09 01:00:00,35.98,222.37,161.61,0.901,OK
M-104,2026-09-09 02:00:00,35.81,220.08,165.4,0.904,OK
M-104,2026-09-09 03:00:00,36.69,220.21,165.48,0.875,OK
M-104,2026-09-09 04:00:00,39.73,220.7,165.16,0.889,OK
M-104,2026-09-09 05:00:00,35.97,221.76,163.58,0.901,OK
M-104,2026-09-09 06:00:00,48.13,219.46,209.65,0.906,OK
M-104,2026-09-09 07:00:00,48.97,218.42,205.93,0.881,OK
M-104,2026-09-09 08:00:00,55.38,218.06,255.17,0.899,OK
M-104,2026-09-09 09:00:00,53.9,221.44,254.55,0.916,OK
M-104,2026-09-09 10:00:00,57.42,218.16,254.59,0.893,OK
M-104,2026-09-09 11:00:00,57.05,221.08,260.2,0.919,OK
M-104,2026-09-09 12:00:00,55.94,219.61,257.67,0.907,OK
M-104,2026-09-09 13:00:00,60.38,219.72,252.31,0.928,OK
M-104,2026-09-09 14:00:00,54.77,219.37,255.67,0.907,OK
M-104,2026-09-09 15:00:00,54.57,220.8,259.39,0.918,OK
M-104,2026-09-09 16:00:00,55.73,218.92,257.86,0.905,OK
M-104,2026-09-09 17:00:00,60.57,218.57,257.89,0.913,OK
M-104,2026-09-09 18:00:00,44.76,218.75,208.0,0.903,OK
M-104,2026-09-09 19:00:00,48.42,220.63,213.34,0.894,OK
M-104,2026-09-09 20:00:00,46.05,219.25,212.42,0.906,OK
M-104,2026-09-09 21:00:00,47.63,220.27,210.55,0.934,OK
M-104,2026-09-09 22:00:00,46.65,220.67,215.14,0.888,OK
M-104,2026-09-09 23:00:00,45.16,218.97,209.1,0.909,OK
M-104,2026-09-10 00:00:00,37.7,220.37,169.37,0.903,OK
M-104,2026-09-10 01:00:00,33.39,220.03,165.81,0.913,OK
M-104,2026-09-10 02:00:00,40.09,220.94,169.32,0.896,OK
M-104,2026-09-10 03:00:00,35.9,219.07,165.32,0.918,OK
M-104,2026-09-10 04:00:00,37.29,221.44,162.34,0.912,OK
M-104,2026-09-10 05:00:00,33.95,220.34,165.45,0.925,OK
M-104,2026-09-10 06:00:00,46.38,220.22,214.08,0.89,OK
M-104,2026-09-10 07:00:00,44.66,221.44,214.97,0.915,OK
M-104,2026-09-10 08:00:00,59.51,220.82,260.77,0.896,OK
M-104,2026-09-10 09:00:00,59.89,219.54,259.21,0.9,OK
M-104,2026-09-10 10:00:00,57.53,220.84,252.59,0.896,OK
M-104,2026-09-10 11:00:00,57.71,219.68,256.04,0.899,OK
M-104,2026-09-10 12:00:00,56.86,221.66,263.27,0.915,OK
M-104,2026-09-10 13:00:00,57.08,221.36,260.13,0.898,OK
M-104,2026-09-10 14:00:00,57.0,221.35,252.13,0.941,OK
M-104,2026-09-10 15:00:00,57.25,220.73,251.22,0.896,OK
M-104,2026-09-10 16:00:00,56.06,220.31,259.48,0.903,OK
M-104,2026-09-10 17:00:00,56.08,219.51,257.98,0.893,OK
M-104,2026-09-10 18:00:00,46.39,219.79,212.62,0.889,OK
M-104,2026-09-10 19:00:00,48.5,219.46,203.38,0.901,OK
M-104,2026-09-10 20:00:00,47.16,221.35,213.28,0.899,OK
M-104,2026-09-10 21:00:00,47.86,217.95,212.19,0.939,OK
M-104,2026-09-10 22:00:00,44.62,220.47,212.86,0.914,OK
M-104,2026-09-10 23:00:00,46.13,218.13,214.08,0.909,OK
M-104,2026-09-11 00:00:00,52.65,220.51,240.45,0.906,OK
M-104,2026-09-11 01:00:00,53.17,220.06,246.87,0.877,OK
M-104,2026-09-11 02:00:00,53.37,219.16,242.11,0.896,OK
M-104,2026-09-11 03:00:00,54.53,218.02,236.42,0.896,OK
M-104,2026-09-11 04:00:00,52.06,220.94,244.76,0.871,OK
M-104,2026-09-11 05:00:00,50.66,220.42,250.82,0.884,OK
M-104,2026-09-11 06:00:00,66.78,218.57,308.8,0.903,OK
M-104,2026-09-11 07:00:00,67.15,219.52,315.87,0.874,OK
M-104,2026-09-11 08:00:00,82.96,219.86,367.1,0.887,OK
M-104,2026-09-11 09:00:00,85.91,221.39,370.35,0.902,OK
M-104,2026-09-11 10:00:00,86.91,221.22,378.44,0.868,OK
M-104,2026-09-11 11:00:00,85.64,218.02,375.27,0.873,OK
M-104,2026-09-11 12:00:00,83.98,220.45,375.04,0.863,OK
M-104,2026-09-11 13:00:00,78.96,221.08,384.72,0.874,OK
M-104,2026-09-11 14:00:00,83.96,220.5,383.17,0.892,OK
M-104,2026-09-11 15:00:00,86.54,220.04,375.45,0.89,OK
M-104,2026-09-11 16:00:00,83.32,220.09,376.95,0.891,OK
M-104,2026-09-11 17:00:00,81.5,218.83,382.21,0.887,OK
M-104,2026-09-11 18:00:00,68.28,217.46,312.63,0.903,OK
M-104,2026-09-11 19:00:00,67.38,219.43,316.43,0.889,OK
M-104,2026-09-11 20:00:00,73.47,221.49,309.83,0.891,OK
M-104,2026-09-11 21:00:00,69.95,221.02,311.36,0.88,OK
M-104,2026-09-11 22:00:00,66.66,220.12,308.24,0.887,OK
M-104,2026-09-11 23:00:00,70.64,218.83,316.81,0.879,OK
M-104,2026-09-12 00:00:00,50.6,220.37,252.39,0.897,OK
M-104,2026-09-12 01:00:00,50.83,220.61,243.43,0.886,OK
M-104,2026-09-12 02:00:00,56.51,218.86,253.63,0.875,OK
M-104,2026-09-12 03:00:00,51.91,221.25,250.52,0.888,OK
M-104,2026-09-12 04:00:00,54.06,221.07,239.83,0.884,OK
M-104,2026-09-12 05:00:00,53.37,219.77,246.12,0.886,OK
M-104,2026-09-12 06:00:00,69.0,221.98,314.56,0.899,OK
M-104,2026-09-12 07:00:00,70.86,219.15,310.17,0.9,OK
M-104,2026-09-12 08:00:00,84.37,219.61,372.4,0.889,OK
M-104,2026-09-12 09:00:00,82.77,220.58,385.21,0.911,OK
M-104,2026-09-12 10:00:00,84.59,218.88,379.03,0.89,OK
M-104,2026-09-12 11:00:00,84.0,219.35,372.64,0.885,OK
M-104,2026-09-12 12:00:00,84.94,219.3,380.71,0.897,OK
M-104,2026-09-12 13:00:00,83.54,219.42,366.02,0.906,OK
M-104,2026-09-12 14:00:00,80.01,221.9,379.17,0.879,OK
M-104,2026-09-12 15:00:00,83.97,221.95,372.92,0.889,OK
M-104,2026-09-12 16:00:00,84.08,220.79,384.64,0.877,OK
M-104,2026-09-12 17:00:00,82.44,219.25,380.85,0.858,OK
M-104,2026-09-12 18:00:00,68.85,221.94,304.52,0.893,OK
M-104,2026-09-12 19:00:00,66.84,217.73,307.97,0.874,OK
M-104,2026-09-12 20:00:00,71.36,220.87,320.89,0.889,OK
M-104,2026-09-12 21:00:00,67.96,222.47,306.83,0.887,OK
M-104,2026-09-12 22:00:00,73.95,217.91,317.2,0.88,OK
M-104,2026-09-12 23:00:00,67.4,219.93,310.7,0.935,OK
M-104,2026-09-13 00:00:00,51.44,220.74,244.44,0.89,OK
M-104,2026-09-13 01:00:00,54.24,220.13,238.82,0.898,OK
M-104,2026-09-13 02:00:00,54.75,221.7,245.95,0.904,OK
M-104,2026-09-13 03:00:00,54.15,219.28,238.26,0.887,OK
M-104,2026-09-13 04:00:00,54.57,218.88,241.32,0.872,OK
M-104,2026-09-13 05:00:00,50.09,218.24,242.4,0.875,OK
M-104,2026-09-13 06:00:00,68.05,220.46,305.16,0.901,OK
M-104,2026-09-13 07:00:00,67.68,220.64,309.12,0.879,OK
M-104,2026-09-13 08:00:00,82.13,221.06,383.95,0.899,OK
M-104,2026-09-13 09:00:00,86.14,221.62,369.95,0.896,OK
M-104,2026-09-13 10:00:00,86.34,220.06,380.38,0.886,OK
M-104,2026-09-13 11:00:00,84.83,221.04,377.3,0.866,OK
M-104,2026-09-13 12:00:00,82.69,219.25,387.69,0.886,OK
M-104,2026-09-13 13:00:00,81.89,219.12,380.15,0.887,OK
M-104,2026-09-13 14:00:00,85.96,220.95,375.59,0.902,OK
M-104,2026-09-13 15:00:00,86.45,223.89,379.29,0.906,OK
M-104,2026-09-13 16:00:00,84.73,219.88,374.81,0.911,OK
M-104,2026-09-13 17:00:00,87.99,220.94,385.19,0.871,OK
M-104,2026-09-13 18:00:00,70.12,218.22,305.58,0.894,OK
M-104,2026-09-13 19:00:00,70.2,220.6,315.04,0.898,OK
M-104,2026-09-13 20:00:00,66.66,218.19,310.59,0.86,OK
M-104,2026-09-13 21:00:00,70.71,221.05,307.73,0.907,OK
M-104,2026-09-13 22:00:00,67.52,219.21,313.66,0.862,OK
M-104,2026-09-13 23:00:00,69.26,219.47,308.98,0.92,OK
M-104,2026-09-14 00:00:00,50.39,218.81,245.12,0.904,OK
M-104,2026-09-14 01:00:00,54.68,218.87,245.1,0.879,OK
M-104,2026-09-14 02:00:00,56.16,220.58,251.24,0.877,OK
M-104,2026-09-14 03:00:00,54.78,220.12,254.14,0.912,OK
M-104,2026-09-14 04:00:00,52.24,220.74,243.25,0.896,OK
M-104,2026-09-14 05:00:00,52.18,221.19,239.86,0.908,OK
M-104,2026-09-14 06:00:00,72.53,220.16,319.01,0.885,OK
M-104,2026-09-14 07:00:00,72.15,218.82,314.2,0.874,OK
M-104,2026-09-14 08:00:00,85.12,219.97,377.89,0.906,OK
M-104,2026-09-14 09:00:00,85.75,217.68,384.54,0.894,OK
M-104,2026-09-14 10:00:00,85.6,219.21,371.94,0.877,OK
M-104,2026-09-14 11:00:00,84.02,222.43,385.85,0.878,OK
M-104,2026-09-14 12:00:00,85.2,220.47,381.14,0.896,OK
M-104,2026-09-14 13:00:00,84.68,221.32,386.11,0.874,OK
M-104,2026-09-14 14:00:00,85.84,220.38,382.61,0.907,OK
M-104,2026-09-14 15:00:00,84.41,220.15,379.56,0.86,OK
M-104,2026-09-14 16:00:00,83.78,218.58,375.73,0.912,OK
M-104,2026-09-14 17:00:00,85.15,219.32,378.54,0.894,OK
M-104,2026-09-14 18:00:00,71.3,219.99,307.41,0.903,OK
M-104,2026-09-14 19:00:00,64.42,219.48,310.8,0.888,OK
M-104,2026-09-14 20:00:00,67.79,222.31,311.66,0.885,OK
M-104,2026-09-14 21:00:00,69.66,219.34,319.85,0.917,OK
M-104,2026-09-14 22:00:00,68.98,220.9,318.91,0.895,OK
M-104,2026-09-14 23:00:00,68.82,220.09,308.3,0.903,OK
M-105,2026-09-01 00:00:00,27.34,219.7,122.89,0.955,OK
M-105,2026-09-01 01:00:00,29.2,219.2,121.84,0.946,OK
M-105,2026-09-01 02:00:00,29.65,218.5,127.28,0.936,OK
M-105,2026-09-01 03:00:00,25.96,221.93,123.04,0.919,OK
M-105,2026-09-01 04:00:00,24.93,220.34,121.35,0.949,OK
M-105,2026-09-01 05:00:00,28.02,217.88,127.37,0.958,OK
M-105,2026-09-01 06:00:00,34.49,218.41,160.43,0.94,OK
M-105,2026-09-01 07:00:00,35.31,218.1,161.71,0.94,OK
M-105,2026-09-01 08:00:00,40.93,220.93,194.16,0.959,OK
M-105,2026-09-01 09:00:00,41.76,221.63,195.42,0.915,OK
M-105,2026-09-01 10:00:00,43.48,219.69,195.52,0.922,OK
M-105,2026-09-01 11:00:00,43.97,219.79,189.04,0.939,OK
M-105,2026-09-01 12:00:00,43.63,219.18,190.76,0.941,OK
M-105,2026-09-01 13:00:00,44.07,218.19,199.5,0.945,OK
M-105,2026-09-01 14:00:00,40.93,218.87,195.7,0.93,OK
M-105,2026-09-01 15:00:00,41.68,220.39,192.41,0.947,OK
M-105,2026-09-01 16:00:00,42.55,220.87,188.65,0.939,OK
M-105,2026-09-01 17:00:00,44.3,218.08,190.52,0.939,OK
M-105,2026-09-01 18:00:00,36.9,219.76,158.72,0.927,OK
M-105,2026-09-01 19:00:00,37.6,219.13,155.15,0.949,OK
M-105,2026-09-01 20:00:00,32.18,220.75,162.06,0.953,OK
M-105,2026-09-01 21:00:00,35.8,218.72,157.76,0.938,OK
M-105,2026-09-01 22:00:00,33.5,220.97,159.7,0.962,OK
M-105,2026-09-01 23:00:00,35.52,219.64,161.01,0.933,OK
M-105,2026-09-02 00:00:00,28.07,220.32,122.68,0.924,OK
M-105,2026-09-02 01:00:00,26.04,221.06,125.75,0.925,OK
M-105,2026-09-02 02:00:00,28.37,220.02,122.24,0.961,OK
M-105,2026-09-02 03:00:00,28.57,222.29,126.23,0.929,OK
M-105,2026-09-02 04:00:00,25.88,219.69,121.67,0.905,OK
M-105,2026-09-02 05:00:00,27.05,220.94,122.21,0.945,OK
M-105,2026-09-02 06:00:00,34.06,220.87,160.01,0.928,OK
M-105,2026-09-02 07:00:00,34.22,218.69,151.56,0.929,OK
M-105,2026-09-02 08:00:00,42.67,219.38,189.8,0.922,OK
M-105,2026-09-02 09:00:00,42.82,220.48,193.92,0.94,OK
M-105,2026-09-02 10:00:00,40.25,219.51,190.78,0.934,OK
M-105,2026-09-02 11:00:00,42.67,220.97,196.92,0.925,OK
M-105,2026-09-02 12:00:00,43.58,219.03,194.56,0.953,OK
M-105,2026-09-02 13:00:00,42.32,220.55,188.41,0.943,OK
M-105,2026-09-02 14:00:00,42.22,219.14,192.53,0.949,OK
M-105,2026-09-02 15:00:00,42.49,220.43,193.14,0.923,OK
M-105,2026-09-02 16:00:00,41.22,220.68,186.01,0.922,OK
M-105,2026-09-02 17:00:00,42.76,220.72,193.75,0.922,OK
M-105,2026-09-02 18:00:00,34.86,222.06,163.25,0.955,OK
M-105,2026-09-02 19:00:00,35.47,220.86,155.22,0.938,OK
M-105,2026-09-02 20:00:00,35.8,219.79,156.34,0.942,OK
